time,seconds_elapsed,bpm
1681249680561643500,2.2596435546875,114
1681249680561643500,2.2596435546875,114
1681249684561643500,6.2596435546875,116
1681249684561643500,6.2596435546875,116
1681249686561643500,8.2596435546875,116
1681249686561643500,8.2596435546875,116
1681249695561643500,17.2596435546875,96
1681249695561643500,17.2596435546875,96
1681249700561643500,22.2596435546875,100
1681249700561643500,22.2596435546875,100
1681249705561643500,27.2596435546875,101
1681249705561643500,27.2596435546875,101
1681249706561643500,28.2596435546875,101
1681249706561643500,28.2596435546875,101
1681249711561643500,33.2596435546875,106
1681249711561643500,33.2596435546875,106
1681249720561643500,42.2596435546875,105
1681249720561643500,42.2596435546875,105
1681249725561643500,47.2596435546875,101
1681249725561643500,47.2596435546875,101
1681249727561643500,49.2596435546875,102
1681249727561643500,49.2596435546875,102
1681249735561643500,57.2596435546875,105
1681249735561643500,57.2596435546875,105
1681249736561643500,58.2596435546875,106
1681249736561643500,58.2596435546875,106
