time,seconds_elapsed,bpm
1681573974361622300,0.952622314453125,81
1681573979361622300,5.952622314453125,81
1681573980361622300,6.952622314453125,81
1681573989361622300,15.952622314453125,83
1681573992361622300,18.952622314453127,83
1681573999361622300,25.952622314453127,81
1681574004361622300,30.952622314453127,82
1681574007361622300,33.95262231445312,84
1681574014361622300,40.95262231445312,84
1681574017361622300,43.95262231445312,84
1681574023361622300,49.95262231445312,82
1681574026361622300,52.95262231445312,82
1681574033361622300,59.95262231445312,84
