version,device name,recording time,platform,appVersion,device id,sensors,sampleRateMs
3,iPhone SE (2nd generation),2023-04-15_15-52-53,ios,1.14,789cf913-ce6b-4711-9eaa-35e1fc8f089e,Barometer|Heart Rate|Wrist Motion|Annotation,1000|10|10|
