time,seconds_elapsed,bpm
1681248480143523600,-0.685476318359375,111
1681248488143523600,7.314523681640625,103
1681248488143523600,7.314523681640625,103
1681248488143523600,7.314523681640625,103
1681248491143523600,10.314523681640624,103
1681248491143523600,10.314523681640624,103
1681248491143523600,10.314523681640624,103
1681248494143523600,13.314523681640624,102
1681248494143523600,13.314523681640624,102
1681248494143523600,13.314523681640624,102
1681248502143523600,21.314523681640626,107.00000000000001
1681248502143523600,21.314523681640626,107.00000000000001
1681248502143523600,21.314523681640626,107.00000000000001
1681248507143523600,26.314523681640626,110
1681248507143523600,26.314523681640626,110
1681248507143523600,26.314523681640626,110
1681248512143523600,31.314523681640626,114
1681248512143523600,31.314523681640626,114
1681248512143523600,31.314523681640626,114
1681248516143523600,35.31452368164062,116
1681248516143523600,35.31452368164062,116
1681248516143523600,35.31452368164062,116
1681248523143523600,42.31452368164062,119
1681248523143523600,42.31452368164062,119
1681248523143523600,42.31452368164062,119
1681248524143523600,43.31452368164062,120
1681248524143523600,43.31452368164062,120
1681248524143523600,43.31452368164062,120
1681248531143523600,50.31452368164062,121
1681248531143523600,50.31452368164062,121
1681248531143523600,50.31452368164062,121
1681248537143523600,56.31452368164062,118
1681248537143523600,56.31452368164062,118
1681248537143523600,56.31452368164062,118
