time,seconds_elapsed,relativeAltitude,pressure
1681501359671624400,-0.57137548828125,0,984.6980285644531
1681501360673425400,0.43042529296875,-0.013214111328125,984.6997833251953
1681501361675114500,1.432114501953125,-0.013214111328125,984.69970703125
1681501362677236200,2.434236328125,-0.013214111328125,984.69970703125
1681501363678721500,3.435721435546875,-0.0079345703125,984.6990966796875
1681501364680607200,4.437607177734375,-0.0079345703125,984.6990966796875
1681501365230295300,4.98729541015625,-0.0211334228515625,984.7007751464844
1681501366232222200,5.98922216796875,-0.0211334228515625,984.7007751464844
1681501367233918500,6.99091845703125,-0.01849365234375,984.7003173828125
1681501368235704300,7.992704345703125,-0.0079345703125,984.6991729736328
1681501369237510400,8.994510498046875,0,984.6982574462891
1681501370239387400,9.996387451171875,0.0158538818359375,984.6961975097656
1681501371241108500,10.9981083984375,0.0369873046875,984.6939086914062
1681501372242921500,11.99992138671875,0.0369873046875,984.6939086914062
1681501373244714500,13.001714599609375,0.0343475341796875,984.6942901611328
1681501374246428400,14.003428466796874,0.02642822265625,984.6952056884766
1681501375248156400,15.005156494140625,0.0158538818359375,984.6965026855469
1681501376249924400,16.00692431640625,0.005279541015625,984.6974945068359
1681501377251741400,17.008741455078123,-0.0079345703125,984.6992492675781
1681501378254003200,18.011003173828126,-0.01849365234375,984.7004699707031
1681501379255823400,19.0128232421875,-0.0343475341796875,984.7023773193359
1681501380257736400,20.014736328125,-0.044921875,984.703369140625
1681501381259574500,21.016574462890624,-0.0607757568359375,984.7053527832031
1681501382261593300,22.01859326171875,-0.08984375,984.7087097167969
1681501383263296300,23.020296142578125,-0.1294708251953125,984.7133636474609
1681501384265042400,24.02204248046875,-0.177032470703125,984.7190856933594
1681501385267672300,25.02467236328125,-0.19024658203125,984.7206115722656
1681501386268580400,26.025580322265625,-0.19024658203125,984.7206115722656
1681501387270559200,27.027559326171875,-0.1506195068359375,984.7158813476562
1681501388272417300,28.029417236328126,-0.10833740234375,984.7109222412109
1681501389274341400,29.03134130859375,-0.050201416015625,984.7042083740234
1681501390276218400,30.03321826171875,-0.013214111328125,984.6996307373047
1681501391278057200,31.03505712890625,-0.013214111328125,984.6996307373047
1681501392279772200,32.03677221679688,-0.0343475341796875,984.7022247314453
1681501393281502500,33.03850244140625,-0.0872039794921875,984.7083282470703
1681501394283301400,34.04030126953125,-0.1294708251953125,984.7135162353516
1681501395285068300,35.042068359375,-0.15325927734375,984.7161102294922
1681501396286861300,36.043861328125,-0.248382568359375,984.7273254394531
1681501397288756500,37.045756591796874,-0.2642364501953125,984.7291564941406
1681501398290489300,38.0474892578125,-0.2695159912109375,984.7296905517578
1681501399292285400,39.04928540039062,-0.2695159912109375,984.7296905517578
1681501400294025500,40.051025390625,-0.2378082275390625,984.7259521484375
1681501401295711200,41.052711181640625,-0.177032470703125,984.7188568115234
1681501402297492500,42.054492431640625,-0.1109771728515625,984.7113037109375
1681501403299363300,43.05636328125,-0.031707763671875,984.7018432617188
1681501404301205500,44.05820556640625,0.06341552734375,984.6906280517578
1681501405302996500,45.05999658203125,0.095123291015625,984.6869659423828
1681501406304918300,46.061918212890625,0.1268310546875,984.6834564208984
1681501407306706400,47.06370654296875,0.132110595703125,984.6828460693359
1681501408308637400,48.065637451171874,0.132110595703125,984.6828460693359
1681501409310451200,49.067451171875,0.1268310546875,984.6833038330078
1681501410312985300,50.0699853515625,0.1162567138671875,984.6846008300781
1681501411314825200,51.0718251953125,0.1109771728515625,984.6852874755859
1681501412316617500,52.07361743164063,0.1109771728515625,984.6852874755859
1681501413318563600,53.0755634765625,0.118896484375,984.6842193603516
1681501414320321300,54.0773212890625,0.121551513671875,984.6839904785156
1681501415322342400,55.07934228515625,0.1558990478515625,984.6799468994141
1681501416324176400,56.08117626953125,0.18231201171875,984.6767425537109
1681501417325901300,57.0829013671875,0.184967041015625,984.676513671875
1681501418327850200,58.08485034179687,0.184967041015625,984.6764373779297
