time,seconds_elapsed,rotationRateX,rotationRateY,rotationRateZ,gravityX,gravityY,gravityZ,accelerationX,accelerationY,accelerationZ,quaternionW,quaternionX,quaternionY,quaternionZ
1681140150363404800,0.11340478515625,-0.011796844191849232,-0.1253586858510971,0.1895555853843689,-0.04803311452269554,0.07906291633844376,-0.9957117438316345,0.0013564527034759521,0.07016808539628983,0.010817945003509521,0.9989273978997816,-0.039573905315704615,-0.024042345728927782,1.6358323793848675e-19
1681140150373463000,0.123463134765625,0.04889446496963501,-0.11022288352251053,0.18633981049060822,-0.04903228580951691,0.07891609519720078,-0.9956746697425842,0.003133825957775116,0.0706505998969078,0.007317185401916504,0.9989176068367459,-0.0394769870428492,-0.02458095542244513,0.0009677930188749659
1681140150383521800,0.133521728515625,0.05883825570344925,-0.10397641360759735,0.18622978031635284,-0.04991794750094414,0.07840517163276672,-0.9956710338592529,-0.0009548813104629517,0.06705690175294876,0.004032909870147705,0.9989153189348008,-0.03919671591118441,-0.02506183228687531,0.001930649383819201
1681140150393580000,0.143580078125,0.043939199298620224,-0.10630801320075989,0.18144327402114868,-0.0508001372218132,0.07788700610399246,-0.9956670999526978,0.0026433728635311127,0.04496154934167862,-0.0006707906723022461,0.998912071255754,-0.03891238031852455,-0.025539771749750185,0.0028761230766289237
1681140150403639000,0.15363916015625,0.003712020581588149,-0.1211271584033966,0.17500509321689606,-0.051760174334049225,0.07769656926393509,-0.995632529258728,0.0029169172048568726,0.016739889979362488,0.005871176719665527,0.998907685598548,-0.03889076499545291,-0.02590838817344608,-6.243876900905473e-17
1681140150413698000,0.163697998046875,-0.049953337758779526,-0.16144289076328278,0.16946890950202942,-0.05298218876123428,0.07796529680490494,-0.9955472350120544,0.00014112889766693115,-0.01126931607723236,0.006106317043304443,0.9988859125155302,-0.03900235562719145,-0.02655555568334047,0.000894198771792146
1681140150423756000,0.173756103515625,-0.12328027933835983,-0.19686134159564972,0.18010984361171722,-0.05459917336702347,0.0789211094379425,-0.9953845739364624,-0.0011563114821910858,-0.038775429129600525,0.005836844444274902,0.9988439802307211,-0.03945691666996162,-0.027402181475426966,0.0017973276892449322
1681140150433815000,0.18381494140625,-0.21436145901679993,-0.21429546177387238,0.22994130849838257,-0.05648958310484886,0.08078088611364365,-0.9951298236846924,0.002382040023803711,-0.06121930480003357,0.002469301223754883,0.9987779009388299,-0.040359910600509155,-0.028393005224688014,0.0028125717232446216
1681140150443873300,0.193873291015625,-0.2568632960319519,-0.25526708364486694,0.1979023516178131,-0.05871393904089928,0.08331122994422913,-0.9947924017906189,0.006681591272354126,-0.07110438495874405,0.009120404720306396,0.9986896430967972,-0.041593760330113576,-0.02955943129926541,0.003936357404228322
1681140150453932000,0.20393212890625,-0.268432080745697,-0.24797746539115906,0.17589958012104034,-0.06105542555451393,0.08615067601203918,-0.9944095015525818,0.01346338540315628,-0.06715366989374161,0.017297685146331787,0.9985896045615474,-0.042985903986449414,-0.03078069101135861,0.0048752264365271155
1681140150463991000,0.213990966796875,-0.24841494858264923,-0.23010100424289703,0.1575022041797638,-0.06329920142889023,0.08889764547348022,-0.9940273761749268,-0.005426265299320221,-0.04975903779268265,0.008614778518676758,0.9984893985400678,-0.04433266632244552,-0.031951950471539294,0.005731304095678772
1681140150474049000,0.224049072265625,-0.21577471494674683,-0.20239055156707764,0.1379692554473877,-0.06534414738416672,0.0913170725107193,-0.9936756491661072,-0.015420503914356232,-0.008462026715278625,0.004692494869232178,0.9983967649194164,-0.04551751533368546,-0.033019998763111964,0.006480754037997532
1681140150484108000,0.23410791015625,-0.18011339008808136,-0.1636151820421219,0.12111490964889526,-0.06706942617893219,0.09339386224746704,-0.9933676719665527,-0.006096348166465759,0.019719354808330536,-0.001093447208404541,0.9983149799117256,-0.04653285719280812,-0.03392448063789191,0.007147758335787154
1681140150494166000,0.244166015625,-0.14825639128684998,-0.1255761981010437,0.10085464268922806,-0.06840736418962479,0.09511707723140717,-0.9931128621101379,-0.011014513671398163,0.02825005352497101,0.0022681355476379395,0.9982471419115614,-0.04737465433027428,-0.03462954867703183,0.0077080305425910765
1681140150504225000,0.25422509765625,-0.1236964538693428,-0.10648664832115173,0.09213519096374512,-0.06945819407701492,0.09653066098690033,-0.9929035305976868,-0.01837126910686493,0.03149039298295975,0.0019062161445617676,0.9981907434674352,-0.04806410283895022,-0.03518641866231491,0.008190292630047318
1681140150514284000,0.264283935546875,-0.1343299150466919,-0.10191639512777328,0.08787812292575836,-0.07039746642112732,0.09787915647029877,-0.9927053451538086,-0.01427343487739563,0.028081968426704407,-0.0027323365211486816,0.9981371983320961,-0.04872146575188031,-0.03568689625386341,0.008655049879883676
1681140150524342000,0.274342041015625,-0.150522843003273,-0.11354655772447586,0.10028541833162308,-0.0713685154914856,0.09935326874256134,-0.9924895167350769,-0.0057645440101623535,0.015316352248191833,-0.0021851658821105957,0.9980789481832094,-0.049440950552253185,-0.036205354197576665,0.009132972330820537
1681140150534401300,0.2844013671875,-0.17084942758083344,-0.14600729942321777,0.1068519726395607,-0.07255608588457108,0.10102932900190353,-0.9922341704368591,-0.0030053183436393738,-0.00360213965177536,-0.002196371555328369,0.9980100425429065,-0.05025894579031244,-0.036836696836351664,0.009656974775586958
1681140150544460000,0.2944599609375,-0.2121123969554901,-0.17543475329875946,0.11869670450687408,-0.0740472823381424,0.10300964117050171,-0.9919203519821167,0.003521278500556946,-0.022596001625061035,-0.005638241767883301,0.9979257111179834,-0.05122632022043795,-0.03762552864229845,0.01022602513991965
1681140150554518000,0.30451806640625,-0.25887560844421387,-0.21239356696605682,0.13943767547607422,-0.07584764063358307,0.10546662658452988,-0.9915260672569275,0.01079954206943512,-0.0294780433177948,0.0010322332382202148,0.9978200708871917,-0.052427979096415195,-0.03857819254476228,0.010877259954378883
1681140150564577000,0.314576904296875,-0.28724005818367004,-0.25377601385116577,0.15938138961791992,-0.07801717519760132,0.10830267518758774,-0.9910519123077393,0.013564176857471466,-0.03420618921518326,0.002907991409301758,0.9976927024047649,-0.05381309857859018,-0.03972661350320335,0.011639622807815745
1681140150574635000,0.324635009765625,-0.33289170265197754,-0.28568601608276367,0.18322467803955078,-0.08050830662250519,0.11153610050678253,-0.990493893623352,0.019290156662464142,-0.03490664064884186,0.004592955112457275,0.9975423785677353,-0.05539091320853158,-0.04104765055270433,0.012504203822663033
1681140150584694300,0.3346943359375,-0.3642384707927704,-0.30316975712776184,0.23889708518981934,-0.08322423696517944,0.1151750311255455,-0.9898527264595032,0.026415884494781494,-0.022996865212917328,0.006881535053253174,0.9973680001708178,-0.05716196840117755,-0.04249870636565527,0.013553256682883747
1681140150594753000,0.3447529296875,-0.3676856756210327,-0.32602182030677795,0.33370137214660645,-0.08599858731031418,0.11913961172103882,-0.9891461133956909,0.026565730571746826,-0.013976231217384338,0.017542719841003418,0.9971696432656577,-0.05907563419833741,-0.044011612761644295,0.015027325990794595
1681140150604811300,0.354811279296875,-0.35887718200683594,-0.3249237537384033,0.3100348711013794,-0.08888252079486847,0.12298641353845596,-0.9884200692176819,0.02874775230884552,-0.006546773016452789,0.022080957889556885,0.9969617663389861,-0.06091893181580253,-0.04559437129205489,0.016654666538718554
1681140150614870000,0.3648701171875,-0.3531377911567688,-0.32606518268585205,0.3377344012260437,-0.09171276539564133,0.1268344223499298,-0.9876749515533447,0.03197471797466278,0.007946282625198364,0.015598475933074951,0.9967463690914833,-0.06275919472480151,-0.0471572870136979,0.018283720272155385
1681140150624929300,0.37492919921875,-0.3276725709438324,-0.3325737416744232,0.3742554485797882,-0.09451506286859512,0.13057047128677368,-0.9869236350059509,0.010897010564804077,0.0265185683965683,0.007629811763763428,0.9965229499068805,-0.0645303613053988,-0.04872387488276562,0.02009797088971563
1681140150634987000,0.384987060546875,-0.2982092499732971,-0.32715126872062683,0.39156946539878845,-0.09726656228303909,0.13404375314712524,-0.9861903786659241,0.016227245330810547,0.02289271354675293,0.008529245853424072,0.9962976643617076,-0.06615809685857865,-0.05027832333617531,0.0220516383476837
1681140150645046000,0.3950458984375,-0.23427937924861908,-0.322164386510849,0.4025176167488098,-0.09994090348482132,0.13705576956272125,-0.9855087995529175,0.017497777938842773,0.012358099222183228,0.008671581745147705,0.9960793756828982,-0.06754467222301197,-0.05180088944859245,0.024092861349658812
