time,seconds_elapsed,bpm
1681249184350038500,0.99303857421875,82
1681249184350038500,0.99303857421875,82
1681249187350038500,3.99303857421875,84
1681249187350038500,3.99303857421875,84
1681249192350038500,8.99303857421875,91
1681249192350038500,8.99303857421875,91
1681249199350038800,15.993038818359375,83
1681249199350038800,15.993038818359375,83
1681249202350038500,18.99303857421875,84
1681249202350038500,18.99303857421875,84
1681249209350038500,25.99303857421875,92.00000000000001
1681249209350038500,25.99303857421875,92.00000000000001
1681249211350038500,27.99303857421875,92.00000000000001
1681249211350038500,27.99303857421875,92.00000000000001
1681249217350038500,33.99303857421875,91
1681249217350038500,33.99303857421875,91
1681249220350038800,36.99303881835937,92.00000000000001
1681249220350038800,36.99303881835937,92.00000000000001
1681249229350038500,45.99303857421875,102
1681249229350038500,45.99303857421875,102
1681249232350038500,48.99303857421875,102
1681249232350038500,48.99303857421875,102
1681249239350038500,55.99303857421875,102
1681249239350038500,55.99303857421875,102
