seconds_elapsed,rotationRateX,rotationRateY,rotationRateZ,gravityX,gravityY,gravityZ,accelerationX,accelerationY,accelerationZ,quaternionW,quaternionX,quaternionY,quaternionZ
1.0,0.05879428519822976,-0.11980759776385065,0.034834471545459364,0.05197743136053276,-0.1367033070945535,-0.989247239688376,0.02840002213784032,-0.05821436281827812,0.06233098673299346,0.9896729046363774,0.07122981396535259,0.017394916024565537,-0.12317106218190772
1.01,0.07649579630809111,-0.10415761297734272,0.028958001587197583,0.05136427474603063,-0.13756551862657385,-0.9891598172196169,0.020467104625415823,-0.06100604374214195,0.05383962846583639,0.9896634455241895,0.07162067575687267,0.01704398751820045,-0.1230696825055773
1.02,0.09074132401507048,-0.09109805036952032,0.018367647659336038,0.05068780017599876,-0.1385386659335145,-0.9890586022976041,0.017799371774948117,-0.06160105927863957,0.054425037818978624,0.9896450714093145,0.07206390957698763,0.016651616593879946,-0.12301188084653741
1.03,0.10130367912347242,-0.07920078834141521,0.007103597640031005,0.050100829680841605,-0.13962992298435786,-0.9889351175859622,0.015909215212023164,-0.0613633012259929,0.058300579465006996,0.9896157108444935,0.07257261715042819,0.016293362394002395,-0.12299720164240464
1.04,0.10552917621624193,-0.06858194883217308,-0.003356515869500124,0.049738691156935445,-0.14092433297922194,-0.9887699015952558,0.013175588382348235,-0.06037340289722539,0.06495620276233467,0.9895667779107148,0.07319833029577319,0.016029132048618035,-0.12305521582540757
1.05,0.10806817349115795,-0.0672623919636885,0.004518725910744626,0.04920023946924755,-0.1421688431206937,-0.9886183716464924,0.011079861721056348,-0.062243630564213885,0.067018499671048,0.989526125376595,0.0737874497643819,0.015683039604556866,-0.12307418895097658
1.06,0.11213023046145931,-0.06771138506920621,0.014044706265648639,0.04863570576951693,-0.14344624217240287,-0.9884618889127857,0.009489849646560248,-0.06349144495125898,0.06646484074634396,0.9894873860020079,0.0743910485094538,0.015323819123833536,-0.1230676603009648
1.07,0.1204797764027146,-0.06729776236328756,0.01775562059746453,0.04810421771456681,-0.1448232202744399,-0.9882872082382567,0.00870191085552496,-0.061860721958810184,0.06243342803878872,0.9894486366719661,0.07504607530748715,0.014977660491902524,-0.12302425176156505
1.08,0.13493553438267208,-0.06933446931382978,0.017880523391482352,0.047456163628972994,-0.14624034846784587,-0.9881094241195705,0.004573546593446487,-0.06082730586849327,0.060956673139540535,0.989411145365387,0.07571380216207903,0.014572272411167285,-0.12296474275598855
1.09,0.1506519137873636,-0.06922892299926965,0.018202493501821893,0.04680402851128055,-0.1477602210118656,-0.9879145085299575,0.00022247455398666423,-0.059551290779713904,0.058819550779420623,0.9893695036582615,0.07643280510622633,0.014158662283380493,-0.12290369837099936
1.1,0.16586665532808273,-0.06279667647701771,0.020987363127738773,0.04620769454726814,-0.14949528104399912,-0.9876817029062871,-0.002774137129055881,-0.0573798094083505,0.05372510401185373,0.9893175575057972,0.07726330725736202,0.01375918387166192,-0.12284811377878267
1.11,0.1698502331483282,-0.06060410741209929,0.022659755712401492,0.04560210742857989,-0.15127327157576975,-0.987438501548922,-0.004951252101629747,-0.054978951822922416,0.051318779206595305,0.9892658860690297,0.07811467510099447,0.013354352880613193,-0.12276920655561571
1.12,0.17189613019890232,-0.061482173983442606,0.022840944099000327,0.04499262000874612,-0.15309495809092583,-0.987185952235748,-0.005332227680284483,-0.055458943537518374,0.04958435364903479,0.9892119705983426,0.078987846638239,0.012944997168427813,-0.12268946410371386
1.1300000000000001,0.17608564025661272,-0.06713747336576549,0.020131537075936595,0.04437939653593203,-0.1549951170362694,-0.9869173456110261,-0.0019177245504444834,-0.06295728083277619,0.04783391068400207,0.9891525302923537,0.07990051006664442,0.012528062531177697,-0.12262178800659912
1.1400000000000001,0.19176909690919303,-0.08241945222395482,0.005450285193320558,0.04363687672869802,-0.15694643419987486,-0.9866412995031146,-0.000157894320889723,-0.0633409060480343,0.04740998721308191,0.9890838160816999,0.08083174083007044,0.012038774250792668,-0.12261343249772484
1.1500000000000001,0.21489481992823622,-0.10020605597878578,-0.015115924717590537,0.04280175376204349,-0.15905794672481655,-0.9863397248556336,0.0009004478912996985,-0.05921879254061299,0.04753674157508276,0.9889998820297047,0.08183845001263311,0.011487561152510378,-0.12267548763161401
1.1600000000000001,0.24892651848410371,-0.11792488495379802,-0.04243452206081488,0.04182202205268799,-0.16153160506939884,-0.9859799762308771,0.0013016663266683566,-0.04859517658563066,0.048161445022326166,0.9888844061876461,0.08301938361228198,0.01083048819663767,-0.1228728055360731
1.1700000000000002,0.2722514950905608,-0.12423717782509722,-0.0726407406130951,0.040742920390759864,-0.1642529692500467,-0.9855738486287003,-0.002316645576077729,-0.04351557811197096,0.051830980131457226,0.9887349764171488,0.08432016809382224,0.01009250766093972,-0.12324759817567627
1.1800000000000002,0.28321483945000914,-0.12109384478242971,-0.10199755712413404,0.03969000313782882,-0.167061314714461,-0.9851456881469683,-0.010624979650612737,-0.04346253047446174,0.05795164268748924,0.9885668196177406,0.08566717724296495,0.00935226969218154,-0.12372669752714911
1.1900000000000002,0.27012189840966877,-0.10179827636456493,-0.12716836397321585,0.03877336563143432,-0.1699184273140077,-0.9846937330046442,-0.02809009802313211,-0.05235917566445056,0.06819784916657605,0.9883746169113232,0.08704834375784393,0.008662833810994175,-0.1243478688397371
1.2000000000000002,0.24364212631293578,-0.08583339188924233,-0.15285818161549974,0.03811579181680518,-0.17246108887430983,-0.9842767279511654,-0.03679299152172808,-0.06292036999913544,0.07260970098413246,0.9881727399831056,0.08828897495826091,0.008107300092860162,-0.12511051830585326
1.2100000000000002,0.21779690997787504,-0.06901797375651801,-0.17848540727637055,0.03763883248749037,-0.1748213123766935,-0.9838796915639089,-0.043379406473857775,-0.0753040667573071,0.07606372668041643,0.9879645506500732,0.0894500350246217,0.007644032696880686,-0.12595874933842707
1.2200000000000002,0.20369089816980723,-0.04745415135786795,-0.20355725942679379,0.03744367074664565,-0.17693656938241697,-0.9835090678732238,-0.05096908176611291,-0.09124517728544332,0.08137695111730955,0.9877469787842684,0.09050679778554331,0.007323547560762087,-0.12692642808196322
1.2300000000000002,0.20163005725657562,-0.04046393850659164,-0.21947344063347782,0.03742414465613873,-0.17892204553648694,-0.9831501064952142,-0.05302623903972297,-0.09049708754980881,0.07925550327764838,0.9875178008198952,0.09151036982324201,0.007086883342811373,-0.12799649875572963
