time,seconds_elapsed,bpm
1681248846642540500,5.06654052734375,92.00000000000001
1681248846642540500,5.06654052734375,92.00000000000001
1681248848642540800,7.066540771484375,90
1681248848642540800,7.066540771484375,90
1681248856642540800,15.066540771484375,94
1681248856642540800,15.066540771484375,94
1681248861642540800,20.066540771484377,94
1681248861642540800,20.066540771484377,94
1681248863642540800,22.066540771484377,96
1681248863642540800,22.066540771484377,96
1681248869642540800,28.066540771484377,101
1681248869642540800,28.066540771484377,101
1681248876642540800,35.06654077148438,106
1681248876642540800,35.06654077148438,106
1681248878642540800,37.06654077148438,107.00000000000001
1681248878642540800,37.06654077148438,107.00000000000001
1681248885642540800,44.06654077148438,115
1681248885642540800,44.06654077148438,115
1681248888642540800,47.06654077148438,116
1681248888642540800,47.06654077148438,116
1681248896642540800,55.06654077148438,117
1681248896642540800,55.06654077148438,117
1681248900642540800,59.06654077148438,118
1681248900642540800,59.06654077148438,118
