seconds_elapsed,relativeAltitude,pressure
2.0,-0.07574043151703636,995.5009328169351
2.01,-0.07692715290719829,995.5010744377349
2.0199999999999996,-0.07811387429736022,995.5012160585347
2.0299999999999994,-0.07930059568752214,995.5013576793345
2.039999999999999,-0.08048731707768407,995.5014993001344
2.049999999999999,-0.081674038467846,995.5016409209342
2.0599999999999987,-0.08286075985800792,995.5017825417339
2.0699999999999985,-0.08404748124816985,995.5019241625337
2.0799999999999983,-0.08523420263833179,995.5020657833335
2.089999999999998,-0.08642092402849372,995.5022074041333
2.099999999999998,-0.08760764541865564,995.5023490249331
2.1099999999999977,-0.08879436680881757,995.5024906457329
2.1199999999999974,-0.0899810881989795,995.5026322665327
2.1299999999999972,-0.09116780958914142,995.5027738873325
2.139999999999997,-0.09235453097930335,995.5029155081323
2.149999999999997,-0.09354125236946528,995.5030571289321
2.1599999999999966,-0.09472797375962722,995.503198749732
2.1699999999999964,-0.09591469514978913,995.5033403705318
2.179999999999996,-0.09710141653995107,995.5034819913316
2.189999999999996,-0.098288137930113,995.5036236121314
2.1999999999999957,-0.09947485932027492,995.5037652329312
2.2099999999999955,-0.10066158071043685,995.5039068537309
2.2199999999999953,-0.10184830210059878,995.5040484745307
2.229999999999995,-0.1030350234907607,995.5041900953305
2.239999999999995,-0.10422174488092263,995.5043317161303
2.2499999999999947,-0.10540846627108456,995.5044733369301
2.2599999999999945,-0.1065951876612465,995.5046149577299
2.2699999999999942,-0.10778190905140841,995.5047565785297
2.279999999999994,-0.10896863044157035,995.5048981993295
2.289999999999994,-0.11015535183173228,995.5050398201294
2.2999999999999936,-0.1113420732218942,995.5051814409292
2.3099999999999934,-0.11252879461205613,995.505323061729
2.319999999999993,-0.11371551600221806,995.5054646825288
2.329999999999993,-0.11490223739238,995.5056063033286
2.3399999999999928,-0.11608895878254191,995.5057479241284
2.3499999999999925,-0.11727568017270384,995.5058895449281
2.3599999999999923,-0.11846240156286578,995.5060311657279
2.369999999999992,-0.1196491229530277,995.5061727865277
2.379999999999992,-0.12083584434318963,995.5063144073275
2.3899999999999917,-0.12202256573335156,995.5064560281273
2.3999999999999915,-0.12320928712351348,995.5065976489271
2.4099999999999913,-0.12439600851367541,995.506739269727
2.419999999999991,-0.12558272990383734,995.5068808905268
2.429999999999991,-0.12676945129399927,995.5070225113266
2.4399999999999906,-0.1279561726841612,995.5071641321264
2.4499999999999904,-0.1291428940743231,995.5073057529262
2.45999999999999,-0.13032961546448507,995.507447373726
2.46999999999999,-0.13151633685464698,995.5075889945258
2.4799999999999898,-0.132110595703125,995.5076599121094
2.4899999999999896,-0.132110595703125,995.5076599121094
2.4999999999999893,-0.132110595703125,995.5076599121094
2.509999999999989,-0.132110595703125,995.5076599121094
2.519999999999989,-0.132110595703125,995.5076599121094
2.5299999999999887,-0.132110595703125,995.5076599121094
2.5399999999999885,-0.132110595703125,995.5076599121094
2.5499999999999883,-0.132110595703125,995.5076599121094
2.559999999999988,-0.132110595703125,995.5076599121094
2.569999999999988,-0.132110595703125,995.5076599121094
2.5799999999999876,-0.132110595703125,995.5076599121094
2.5899999999999874,-0.132110595703125,995.5076599121094
2.599999999999987,-0.132110595703125,995.5076599121094
2.609999999999987,-0.132110595703125,995.5076599121094
2.619999999999987,-0.132110595703125,995.5076599121094
2.6299999999999866,-0.132110595703125,995.5076599121094
2.6399999999999864,-0.132110595703125,995.5076599121094
2.649999999999986,-0.132110595703125,995.5076599121094
2.659999999999986,-0.132110595703125,995.5076599121094
2.6699999999999857,-0.132110595703125,995.5076599121094
2.6799999999999855,-0.132110595703125,995.5076599121094
2.6899999999999853,-0.132110595703125,995.5076599121094
2.699999999999985,-0.132110595703125,995.5076599121094
2.709999999999985,-0.132110595703125,995.5076599121094
2.7199999999999847,-0.132110595703125,995.5076599121094
2.7299999999999844,-0.132110595703125,995.5076599121094
2.7399999999999842,-0.132110595703125,995.5076599121094
2.749999999999984,-0.132110595703125,995.5076599121094
2.759999999999984,-0.132110595703125,995.5076599121094
2.7699999999999836,-0.132110595703125,995.5076599121094
2.7799999999999834,-0.132110595703125,995.5076599121094
2.789999999999983,-0.132110595703125,995.5076599121094
2.799999999999983,-0.132110595703125,995.5076599121094
2.8099999999999827,-0.132110595703125,995.5076599121094
2.8199999999999825,-0.132110595703125,995.5076599121094
2.8299999999999823,-0.132110595703125,995.5076599121094
2.839999999999982,-0.132110595703125,995.5076599121094
2.849999999999982,-0.132110595703125,995.5076599121094
2.8599999999999817,-0.132110595703125,995.5076599121094
2.8699999999999815,-0.132110595703125,995.5076599121094
2.8799999999999812,-0.132110595703125,995.5076599121094
2.889999999999981,-0.132110595703125,995.5076599121094
2.899999999999981,-0.132110595703125,995.5076599121094
2.9099999999999806,-0.132110595703125,995.5076599121094
2.9199999999999804,-0.132110595703125,995.5076599121094
2.92999999999998,-0.132110595703125,995.5076599121094
2.93999999999998,-0.132110595703125,995.5076599121094
2.9499999999999797,-0.132110595703125,995.5076599121094
2.9599999999999795,-0.132110595703125,995.5076599121094
2.9699999999999793,-0.132110595703125,995.5076599121094
2.979999999999979,-0.132110595703125,995.5076599121094
2.989999999999979,-0.132110595703125,995.5076599121094
2.9999999999999787,-0.132110595703125,995.5076599121094
3.0099999999999785,-0.132110595703125,995.5076599121094
3.0199999999999783,-0.132110595703125,995.5076599121094
3.029999999999978,-0.132110595703125,995.5076599121094
3.039999999999978,-0.132110595703125,995.5076599121094
3.0499999999999776,-0.132110595703125,995.5076599121094
3.0599999999999774,-0.132110595703125,995.5076599121094
