seconds_elapsed,bpm
2.0,94.15009643554687
2.01,94.16009643554688
2.0199999999999996,94.17009643554688
2.0299999999999994,94.18009643554687
2.039999999999999,94.19009643554688
2.049999999999999,94.20009643554687
2.0599999999999987,94.21009643554687
2.0699999999999985,94.22009643554688
2.0799999999999983,94.23009643554687
2.089999999999998,94.24009643554687
2.099999999999998,94.25009643554688
2.1099999999999977,94.26009643554687
2.1199999999999974,94.27009643554688
2.1299999999999972,94.28009643554687
2.139999999999997,94.29009643554687
2.149999999999997,94.30009643554688
2.1599999999999966,94.31009643554687
2.1699999999999964,94.32009643554687
2.179999999999996,94.33009643554688
2.189999999999996,94.34009643554687
2.1999999999999957,94.35009643554687
2.2099999999999955,94.36009643554686
2.2199999999999953,94.37009643554687
2.229999999999995,94.38009643554688
2.239999999999995,94.39009643554687
2.2499999999999947,94.40009643554687
2.2599999999999945,94.41009643554688
2.2699999999999942,94.42009643554687
2.279999999999994,94.43009643554687
2.289999999999994,94.44009643554686
2.2999999999999936,94.45009643554687
2.3099999999999934,94.46009643554687
2.319999999999993,94.47009643554686
2.329999999999993,94.48009643554687
2.3399999999999928,94.49009643554687
2.3499999999999925,94.50009643554687
2.3599999999999923,94.51009643554687
2.369999999999992,94.52009643554686
2.379999999999992,94.53009643554687
2.3899999999999917,94.54009643554687
2.3999999999999915,94.55009643554686
2.4099999999999913,94.56009643554687
2.419999999999991,94.57009643554687
2.429999999999991,94.58009643554686
2.4399999999999906,94.59009643554687
2.4499999999999904,94.60009643554686
2.45999999999999,94.61009643554686
2.46999999999999,94.62009643554687
2.4799999999999898,94.63009643554686
2.4899999999999896,94.64009643554687
2.4999999999999893,94.65009643554687
2.509999999999989,94.66009643554686
2.519999999999989,94.67009643554687
2.5299999999999887,94.68009643554686
2.5399999999999885,94.69009643554686
2.5499999999999883,94.70009643554687
2.559999999999988,94.71009643554686
2.569999999999988,94.72009643554686
2.5799999999999876,94.73009643554687
2.5899999999999874,94.74009643554686
2.599999999999987,94.75009643554687
2.609999999999987,94.76009643554686
2.619999999999987,94.77009643554686
2.6299999999999866,94.78009643554687
2.6399999999999864,94.79009643554686
2.649999999999986,94.80009643554686
2.659999999999986,94.81009643554687
2.6699999999999857,94.82009643554686
2.6799999999999855,94.83009643554686
2.6899999999999853,94.84009643554685
2.699999999999985,94.85009643554686
2.709999999999985,94.86009643554686
2.7199999999999847,94.87009643554686
2.7299999999999844,94.88009643554686
2.7399999999999842,94.89009643554687
2.749999999999984,94.90009643554686
