time,seconds_elapsed,bpm
1681412412473219000,7.777218994140625,92.00000000000001
1681412415473219000,10.777218994140625,91
1681412422473219000,17.777218994140625,101
1681412427473219000,22.777218994140625,109
1681412431473219000,26.777218994140625,112
1681412437473219000,32.777218994140625,115
1681412438473219000,33.777218994140625,116
1681412446473219000,41.777218994140625,124.00000000000001
1681412451473219000,46.777218994140625,129
1681412457473219000,52.777218994140625,131
1681412459473219000,54.777218994140625,132
1681412464473219000,59.777218994140625,135
