version,device name,recording time,platform,appVersion,device id,sensors,sampleRateMs
3,iPhone SE (2nd generation),2023-04-14_21-12-40,ios,1.15,d209fe41-9da8-48ed-8bc1-2d82a4569599,Accelerometer|Barometer|Heart Rate|Wrist Motion|Annotation|AccelerometerUncalibrated,10|0|10|10||10
