time,seconds_elapsed,z,y,x
1681506760368829200,0.0098291015625,-0.9589691162109375,-0.287445068359375,-0.0399932861328125
1681506760378845200,0.01984521484375,-0.9227752685546875,-0.286834716796875,-0.03515625
1681506760388861200,0.029861083984375,-0.89990234375,-0.2960968017578125,-0.030364990234375
1681506760398878200,0.039878173828125,-0.9169158935546875,-0.3189239501953125,-0.0280609130859375
1681506760408894000,0.04989404296875,-0.86724853515625,-0.3165740966796875,-0.0038604736328125
1681506760418910200,0.05991015625,-0.9130859375,-0.31329345703125,0.0086669921875
1681506760428926200,0.06992626953125,-1.0019683837890625,-0.3189697265625,0.00775146484375
1681506760438942200,0.079942138671875,-1.045501708984375,-0.3207550048828125,0.02716064453125
1681506760448959200,0.089959228515625,-1.0433807373046875,-0.315826416015625,0.0260467529296875
1681506760458975000,0.09997509765625,-0.986175537109375,-0.3095245361328125,0.0179595947265625
1681506760468991000,0.109990966796875,-0.9681243896484375,-0.3484039306640625,-0.018890380859375
1681506760479007200,0.12000732421875,-0.938690185546875,-0.3492584228515625,-0.0659637451171875
1681506760489023200,0.130023193359375,-0.8814849853515625,-0.3409881591796875,-0.0600128173828125
1681506760499039200,0.140039306640625,-0.8600616455078125,-0.262298583984375,-0.120208740234375
1681506760509056000,0.150055908203125,-0.8894805908203125,-0.263214111328125,-0.08953857421875
1681506760519072000,0.160072021484375,-0.88720703125,-0.341796875,-0.0467681884765625
1681506760529088300,0.170088134765625,-0.92950439453125,-0.3798675537109375,-0.0031890869140625
1681506760539104300,0.180104248046875,-0.92779541015625,-0.3731842041015625,0.0168609619140625
1681506760549120300,0.190120361328125,-0.90020751953125,-0.3543243408203125,0.0092620849609375
1681506760559137000,0.200136962890625,-0.88397216796875,-0.3411102294921875,0.0086212158203125
1681506760569153000,0.210153076171875,-0.872344970703125,-0.3389434814453125,0.0201568603515625
1681506760579169000,0.2201689453125,-0.869232177734375,-0.33880615234375,0.02911376953125
1681506760589185300,0.230185302734375,-0.8657379150390625,-0.3212432861328125,0.01123046875
1681506760599201300,0.240201171875,-0.8699798583984375,-0.2912139892578125,-0.01904296875
1681506760609217300,0.25021728515625,-0.876556396484375,-0.2659759521484375,-0.0314483642578125
1681506760619234000,0.260234130859375,-0.8429412841796875,-0.3407440185546875,0.0141754150390625
1681506760629250000,0.27025,-0.8223724365234375,-0.381988525390625,0.0203857421875
1681506760639266300,0.280266357421875,-0.864044189453125,-0.42230224609375,0.057220458984375
1681506760649282300,0.2902822265625,-0.9110565185546875,-0.4117889404296875,0.1041412353515625
1681506760659298300,0.30029833984375,-0.9434661865234375,-0.3416900634765625,0.101318359375
1681506760669315000,0.310315185546875,-0.984527587890625,-0.28662109375,0.0765380859375
1681506760679331000,0.3203310546875,-1.0014495849609375,-0.2827301025390625,0.0550537109375
1681506760689347300,0.330347412109375,-1.0155181884765625,-0.306610107421875,0.0421600341796875
1681506760699363300,0.34036328125,-1.0239105224609375,-0.3199462890625,0.0288238525390625
1681506760709379000,0.350379150390625,-1.0072784423828125,-0.3207244873046875,0.0141754150390625
1681506760719395000,0.36039501953125,-0.973846435546875,-0.32928466796875,0.01971435546875
1681506760729412000,0.370412109375,-0.94879150390625,-0.33062744140625,0.02734375
1681506760739428000,0.380427978515625,-0.9527435302734375,-0.344329833984375,0.0247955322265625
1681506760749444400,0.3904443359375,-0.963043212890625,-0.3641815185546875,0.011199951171875
1681506760759460000,0.400460205078125,-0.9503021240234375,-0.3436737060546875,-0.005767822265625
1681506760769476000,0.41047607421875,-0.9474029541015625,-0.305450439453125,-0.011749267578125
1681506760779492000,0.4204921875,-0.953338623046875,-0.290008544921875,-0.0000457763671875
1681506760789509000,0.430509033203125,-0.973175048828125,-0.2854156494140625,0.0363616943359375
1681506760799525400,0.440525390625,-1.0258636474609375,-0.2863922119140625,0.062225341796875
1681506760809541000,0.450541015625,-1.082672119140625,-0.29901123046875,0.0607757568359375
1681506760819557000,0.46055712890625,-1.08831787109375,-0.3061370849609375,0.0493316650390625
1681506760829573000,0.470572998046875,-1.038330078125,-0.293212890625,0.0512237548828125
1681506760839590100,0.480590087890625,-0.9788970947265625,-0.273162841796875,0.0522003173828125
1681506760849606100,0.490606201171875,-0.956512451171875,-0.2727813720703125,0.0428924560546875
1681506760859622100,0.5006220703125,-0.9504241943359375,-0.275848388671875,0.02618408203125
1681506760869638100,0.51063818359375,-0.9481048583984375,-0.2655029296875,0.0072784423828125
1681506760879654100,0.520654052734375,-0.96002197265625,-0.259674072265625,0.0087127685546875
1681506760889670100,0.530670166015625,-0.9727325439453125,-0.2583770751953125,0.0146942138671875
1681506760899687200,0.540687255859375,-0.975738525390625,-0.25762939453125,0.0105743408203125
1681506760909703200,0.550703125,-0.9766387939453125,-0.264251708984375,0.0042877197265625
1681506760919719200,0.56071923828125,-0.965911865234375,-0.2711944580078125,-0.0204010009765625
1681506760929735200,0.570735107421875,-0.941070556640625,-0.294403076171875,-0.056671142578125
1681506760939751200,0.580751220703125,-0.9313812255859375,-0.3246002197265625,-0.0867767333984375
1681506760949767200,0.59076708984375,-0.9373931884765625,-0.330047607421875,-0.1121673583984375
1681506760959784000,0.600783935546875,-0.96405029296875,-0.3065643310546875,-0.1221923828125
1681506760969800200,0.61080029296875,-1.00177001953125,-0.277252197265625,-0.109771728515625
1681506760979816200,0.620816162109375,-1.0167083740234375,-0.25140380859375,-0.0801239013671875
1681506760989832200,0.630832275390625,-1.02197265625,-0.2292327880859375,-0.0456390380859375
1681506760999848200,0.64084814453125,-1.028778076171875,-0.2185211181640625,-0.01361083984375
1681506761009865000,0.650864990234375,-1.033111572265625,-0.209869384765625,0.0150299072265625
1681506761019881200,0.660881103515625,-1.033355712890625,-0.2021942138671875,0.0318145751953125
1681506761029898000,0.67089794921875,-1.025970458984375,-0.19622802734375,0.0316162109375
1681506761039914200,0.680914306640625,-1.011016845703125,-0.201629638671875,0.0196533203125
1681506761049930000,0.690929931640625,-1.0092010498046875,-0.22125244140625,0
1681506761059946000,0.700946044921875,-1.0036163330078125,-0.2331695556640625,-0.030120849609375
1681506761069963000,0.710962890625,-0.9663238525390625,-0.2399749755859375,-0.02557373046875
1681506761079979000,0.72097900390625,-0.9178924560546875,-0.2547760009765625,0.00787353515625
1681506761089995000,0.7309951171875,-0.8856658935546875,-0.2663116455078125,0.02716064453125
1681506761100011000,0.741010986328125,-0.870697021484375,-0.279205322265625,0.0374298095703125
1681506761110027000,0.751027099609375,-0.8516387939453125,-0.298583984375,0.0286712646484375
1681506761120043000,0.76104296875,-0.8578948974609375,-0.3186187744140625,0.0206451416015625
1681506761130060000,0.77106005859375,-0.8895416259765625,-0.328857421875,0.0063629150390625
1681506761140076000,0.781075927734375,-0.9147796630859375,-0.3256072998046875,-0.012054443359375
1681506761150092000,0.791092041015625,-0.926605224609375,-0.325469970703125,-0.0426788330078125
1681506761160108000,0.80110791015625,-0.9103546142578125,-0.32916259765625,-0.0688629150390625
1681506761170124000,0.8111240234375,-0.885986328125,-0.336212158203125,-0.0838775634765625
1681506761180141000,0.82114111328125,-0.8858795166015625,-0.3389739990234375,-0.08685302734375
1681506761190157000,0.831156982421875,-0.9164276123046875,-0.332855224609375,-0.0897064208984375
1681506761200173000,0.841173095703125,-0.95269775390625,-0.32464599609375,-0.0920562744140625
1681506761210189000,0.85118896484375,-0.9641571044921875,-0.324737548828125,-0.0728912353515625
1681506761220205000,0.861205078125,-0.9576873779296875,-0.3179931640625,-0.0554351806640625
