time,seconds_elapsed,bpm
1681247663537014500,11.5850146484375,95
1681247663537014500,11.5850146484375,95
1681247666537014500,14.5850146484375,99
1681247666537014500,14.5850146484375,99
1681247673537014500,21.5850146484375,113
1681247673537014500,21.5850146484375,113
1681247674537014500,22.5850146484375,114
1681247674537014500,22.5850146484375,114
1681247683537014500,31.5850146484375,122.99999999999999
1681247683537014500,31.5850146484375,122.99999999999999
1681247688537014500,36.5850146484375,125.00000000000001
1681247688537014500,36.5850146484375,125.00000000000001
1681247689537014500,37.5850146484375,126
1681247689537014500,37.5850146484375,126
1681247695537014500,43.5850146484375,129
1681247695537014500,43.5850146484375,129
1681247699537014500,47.5850146484375,131
1681247699537014500,47.5850146484375,131
1681247706537014500,54.5850146484375,134
1681247706537014500,54.5850146484375,134
