seconds_elapsed,bpm
12.0,95.55331380208334
12.01,95.56664713541667
12.02,95.57998046875
12.03,95.59331380208333
12.04,95.60664713541667
12.049999999999999,95.61998046875
12.059999999999999,95.63331380208334
12.069999999999999,95.64664713541666
12.079999999999998,95.65998046874999
12.089999999999998,95.67331380208333
12.099999999999998,95.68664713541666
12.109999999999998,95.69998046875
12.119999999999997,95.71331380208333
12.129999999999997,95.72664713541667
12.139999999999997,95.73998046874999
12.149999999999997,95.75331380208333
12.159999999999997,95.76664713541666
12.169999999999996,95.77998046875
12.179999999999996,95.79331380208333
12.189999999999996,95.80664713541665
12.199999999999996,95.81998046874999
12.209999999999996,95.83331380208332
12.219999999999995,95.84664713541666
12.229999999999995,95.85998046875
12.239999999999995,95.87331380208333
12.249999999999995,95.88664713541667
12.259999999999994,95.89998046874999
12.269999999999994,95.91331380208332
12.279999999999994,95.92664713541666
12.289999999999994,95.93998046875
12.299999999999994,95.95331380208333
12.309999999999993,95.96664713541665
12.319999999999993,95.97998046874999
12.329999999999993,95.99331380208332
12.339999999999993,96.00664713541666
12.349999999999993,96.01998046874999
12.359999999999992,96.03331380208333
12.369999999999992,96.04664713541666
12.379999999999992,96.05998046874998
12.389999999999992,96.07331380208332
12.399999999999991,96.08664713541665
12.409999999999991,96.09998046874999
12.419999999999991,96.11331380208333
12.42999999999999,96.12664713541665
12.43999999999999,96.13998046874998
12.44999999999999,96.15331380208332
12.45999999999999,96.16664713541665
12.46999999999999,96.17998046874999
12.47999999999999,96.19331380208332
12.48999999999999,96.20664713541666
12.49999999999999,96.21998046874998
12.50999999999999,96.23331380208332
12.519999999999989,96.24664713541665
12.529999999999989,96.25998046874999
12.539999999999988,96.27331380208332
12.549999999999988,96.28664713541664
12.559999999999988,96.29998046874998
12.569999999999988,96.31331380208331
12.579999999999988,96.32664713541665
12.589999999999987,96.33998046874999
12.599999999999987,96.35331380208332
12.609999999999987,96.36664713541666
12.619999999999987,96.37998046874998
12.629999999999987,96.39331380208331
12.639999999999986,96.40664713541665
12.649999999999986,96.41998046874998
12.659999999999986,96.43331380208332
12.669999999999986,96.44664713541664
12.679999999999986,96.45998046874998
12.689999999999985,96.47331380208331
12.699999999999985,96.48664713541665
12.709999999999985,96.49998046874998
12.719999999999985,96.51331380208332
12.729999999999984,96.52664713541665
12.739999999999984,96.53998046874997
12.749999999999984,96.55331380208331
12.759999999999984,96.56664713541664
12.769999999999984,96.57998046874998
12.779999999999983,96.59331380208332
12.789999999999983,96.60664713541664
12.799999999999983,96.61998046874997
12.809999999999983,96.63331380208331
12.819999999999983,96.64664713541664
12.829999999999982,96.65998046874998
12.839999999999982,96.67331380208331
12.849999999999982,96.68664713541665
12.859999999999982,96.69998046874997
12.869999999999981,96.7133138020833
12.879999999999981,96.72664713541664
12.889999999999981,96.73998046874998
12.89999999999998,96.75331380208331
12.90999999999998,96.76664713541663
12.91999999999998,96.77998046874997
12.92999999999998,96.7933138020833
12.93999999999998,96.80664713541664
12.94999999999998,96.81998046874997
12.95999999999998,96.83331380208331
12.96999999999998,96.84664713541665
12.979999999999979,96.85998046874997
12.989999999999979,96.8733138020833
12.999999999999979,96.88664713541664
13.009999999999978,96.89998046874997
13.019999999999978,96.91331380208331
13.029999999999978,96.92664713541663
13.039999999999978,96.93998046874997
13.049999999999978,96.9533138020833
13.059999999999977,96.96664713541664
13.069999999999977,96.97998046874997
13.079999999999977,96.9933138020833
13.089999999999977,97.00664713541664
13.099999999999977,97.01998046874996
13.109999999999976,97.0333138020833
13.119999999999976,97.04664713541663
13.129999999999976,97.05998046874997
13.139999999999976,97.0733138020833
13.149999999999975,97.08664713541663
13.159999999999975,97.09998046874996
13.169999999999975,97.1133138020833
13.179999999999975,97.12664713541663
13.189999999999975,97.13998046874997
13.199999999999974,97.1533138020833
13.209999999999974,97.16664713541664
13.219999999999974,97.17998046874996
13.229999999999974,97.1933138020833
13.239999999999974,97.20664713541663
13.249999999999973,97.21998046874997
13.259999999999973,97.2333138020833
13.269999999999973,97.24664713541662
13.279999999999973,97.25998046874996
13.289999999999973,97.2733138020833
13.299999999999972,97.28664713541663
13.309999999999972,97.29998046874996
13.319999999999972,97.3133138020833
13.329999999999972,97.32664713541664
13.339999999999971,97.33998046874996
13.349999999999971,97.35331380208329
