version,device name,recording time,platform,appVersion,device id,sensors,sampleRateMs
3,iPhone SE (2nd generation),2023-04-12_15-09-49,ios,1.14,789cf913-ce6b-4711-9eaa-35e1fc8f089e,Barometer|Heart Rate|Wrist Motion|Annotation,0|10|10|
