time,seconds_elapsed,bpm
1681312193265803300,3.72080322265625,77.00000000000001
1681312202265803300,12.72080322265625,77.00000000000001
1681312207265803300,17.72080322265625,83
1681312211265803300,21.72080322265625,93
1681312217265803300,27.72080322265625,106
1681312222265803300,32.72080322265625,107.00000000000001
1681312223265803300,33.72080322265625,107.00000000000001
1681312231265803300,41.72080322265625,112
1681312236265803300,46.72080322265625,116
1681312241265803300,51.72080322265625,120
1681312247265803300,57.72080322265625,121
1681312252265803300,62.72080322265625,122.99999999999999
1681312254265803300,64.72080322265624,122.99999999999999
1681312261265803300,71.72080322265624,126
1681312263265803300,73.72080322265624,127
1681312271265803300,81.72080322265624,132
1681312274265803300,84.72080322265624,133
