time,seconds_elapsed,bpm
1681239685170769400,6.926769287109375,94
1681239687170769400,8.926769287109375,94
1681239695170769700,16.926769775390625,105
1681239696170769400,17.926769287109376,105
1681239701170769400,22.926769287109376,110
1681239708170769400,29.926769287109376,115
1681239711170769400,32.92676928710937,116
1681239720170769400,41.92676928710937,124.00000000000001
1681239725170769400,46.92676928710937,124.00000000000001
1681239728170769700,49.926769775390625,125.00000000000001
1681239734170769400,55.92676928710937,130
1681239737170769700,58.926769775390625,132
