time,seconds_elapsed,bpm
1681569130710188500,0.1751884765625,104
1681569135710188300,5.175188232421875,103
1681569137710188300,7.175188232421875,104
1681569142710188500,12.1751884765625,102
1681569148710188300,18.175188232421874,108
1681569152710188300,22.175188232421874,110
1681569160710188300,30.175188232421874,113
1681569161710188300,31.175188232421874,114
1681569169710188300,39.175188232421874,115
1681569173710188300,43.175188232421874,120
1681569177710188300,47.175188232421874,121
1681569184710188500,54.1751884765625,127
