time,seconds_elapsed,relativeAltitude,pressure
1681239814241099000,-0.56290087890625,0,995.4096984863281
1681239815242911000,0.438910888671875,0.0792694091796875,995.4002380371094
1681239816244875000,1.440875,0.16119384765625,995.3907775878906
1681239817246822000,2.44282177734375,0.16119384765625,995.3907775878906
1681239818248705000,3.444705078125,0.1691131591796875,995.3897094726562
1681239819250623000,4.446623046875,0.2378082275390625,995.3813934326172
1681239820802380800,5.998380859375,0.2615966796875,995.3787994384766
1681239821804312800,7.000312744140625,0.293304443359375,995.3749847412109
1681239822807577900,8.003577880859375,0.3963470458984375,995.3627014160156
1681239823809587000,9.0055869140625,0.4042816162109375,995.3618621826172
1681239824811522000,10.00752197265625,0.4042816162109375,995.3618621826172
1681239825813414000,11.009413818359375,0.412200927734375,995.3609466552734
1681239826815515000,12.011514892578125,0.412200927734375,995.3609466552734
1681239827817313800,13.013313720703126,0.4042816162109375,995.3618621826172
1681239828819115800,14.01511572265625,0.4042816162109375,995.3618621826172
1681239829821101000,15.01710107421875,0.4809112548828125,995.3527069091797
1681239830823139000,16.01913916015625,0.4809112548828125,995.3527069091797
1681239831825022000,17.02102197265625,0.420135498046875,995.360107421875
1681239832827218000,18.023218017578124,0.420135498046875,995.360107421875
1681239833829304000,19.025303955078126,0.4809112548828125,995.3528594970703
1681239834831601000,20.027600830078125,0.4809112548828125,995.3528594970703
1681239835833510000,21.029510009765627,0.4809112548828125,995.3528594970703
1681239836835275800,22.03127587890625,0.4809112548828125,995.3528594970703
1681239837837193000,23.03319287109375,0.4994049072265625,995.3505706787109
1681239838839011000,24.035010986328125,0.4994049072265625,995.3505706787109
1681239839841043000,25.03704296875,0.483551025390625,995.3524780273438
1681239840843041000,26.039041015625,0.457122802734375,995.3556823730469
1681239841844807000,27.040806884765626,0.457122802734375,995.3556823730469
1681239842846753800,28.04275390625,0.36993408203125,995.3658294677734
1681239843848683000,29.04468310546875,0.36993408203125,995.3658294677734
1681239844850737000,30.04673681640625,0.4492034912109375,995.3563690185547
1681239845852526800,31.04852685546875,0.4492034912109375,995.3563690185547
1681239846854636800,32.05063671875,0.4492034912109375,995.3565216064453
1681239847856622800,33.052622802734376,0.433349609375,995.3583526611328
1681239848858236000,34.05423583984375,0.433349609375,995.3583526611328
1681239849860146000,35.05614599609375,0.546966552734375,995.3449249267578
1681239850862027000,36.058027099609376,0.5496063232421875,995.3445434570312
1681239851864014800,37.060014892578124,0.6790771484375,995.3292083740234
1681239852866386000,38.062385986328124,0.6790771484375,995.3292083740234
1681239853868340000,39.06434008789063,0.6130218505859375,995.3372955322266
1681239854870158000,40.06615795898438,0.5548858642578125,995.3441619873047
1681239855872275700,41.06827563476563,0.50732421875,995.3497314453125
1681239856874686000,42.07068603515625,0.4703369140625,995.35400390625
1681239857876032800,43.07203271484375,0.4703369140625,995.35400390625
1681239858877991000,44.07399096679688,0.4861907958984375,995.3520965576172
1681239859880328000,45.076327880859374,0.50732421875,995.3495025634766
1681239860882299000,46.078298828125,0.50732421875,995.3495025634766
1681239861884140000,47.08014013671875,0.4941253662109375,995.3511047363281
1681239862885805800,48.08180590820312,0.4941253662109375,995.3511047363281
1681239863887606800,49.08360668945313,0.4597625732421875,995.3551483154297
1681239864889473800,50.085473876953124,0.4597625732421875,995.3551483154297
1681239865891634000,51.08763403320312,0.4412689208984375,995.3575134277344
1681239866893372000,52.08937182617188,0.4227752685546875,995.3595733642578
1681239867895542000,53.0915419921875,0.3144378662109375,995.3725433349609
1681239868897535700,54.09353564453125,0.3065185546875,995.37353515625
1681239869899246800,55.09524682617187,0.19818115234375,995.3861999511719
1681239870901273000,56.09727319335938,0.19818115234375,995.3861999511719
1681239871902964000,57.0989638671875,0.285369873046875,995.3759002685547
1681239872905139000,58.10113891601563,0.3065185546875,995.37353515625
1681239873907063000,59.10306298828125,0.3223724365234375,995.3715515136719
1681239874909241000,60.10524096679688,0.412200927734375,995.3609466552734
1681239875911037000,61.10703686523438,0.4544830322265625,995.3559112548828
1681239876912972800,62.108972900390626,0.4544830322265625,995.3559112548828
1681239877914614000,63.11061401367188,0.4544830322265625,995.3559112548828
1681239878916437800,64.11243774414062,0.5231781005859375,995.3476715087891
1681239879918610700,65.11461059570313,0.5363922119140625,995.3462219238281
1681239880920110000,66.11611010742187,0.565460205078125,995.3426361083984
1681239881922227000,67.11822705078124,0.546966552734375,995.3450012207031
1681239882924466000,68.1204658203125,0.546966552734375,995.3450012207031
1681239883926984000,69.12298388671876,0.5178985595703125,995.3483581542969
1681239884928865000,70.12486499023437,0.502044677734375,995.3504180908203
1681239885931226000,71.12722607421875,0.502044677734375,995.3504180908203
1681239886933440000,72.12943994140625,0.5311126708984375,995.3467559814453
1681239887935568000,73.13156787109375,0.647369384765625,995.3329467773438
1681239888937642800,74.13364282226563,0.6711578369140625,995.3303527832031
1681239889940256000,75.13625610351562,0.7530670166015625,995.3205108642578
