time,seconds_elapsed,bpm
1681239820671074300,5.86707421875,131
1681239824671074300,9.86707421875,130
1681239828671074300,13.86707421875,126
1681239834671074300,19.86707421875,134
1681239839671074300,24.86707421875,139.00000000000003
1681239841671074300,26.86707421875,140
1681239850671074300,35.86707421875,141
1681239855671074300,40.86707421875,144
1681239856671074300,41.86707421875,144
1681239865671074300,50.86707421875,148
1681239869671074300,54.86707421875,149
1681239875671074300,60.86707421875,150
1681239876671074300,61.86707421875,151
1681239881671074300,66.86707421875,153
1681239890671074600,75.86707446289063,157
