version,device name,recording time,platform,appVersion,device id,sensors,sampleRateMs
3,iPhone SE (2nd generation),2023-04-10_16-16-57,ios,1.14,09b656d8-20ab-4aca-a9ae-b83b7a86af83,Barometer|Heart Rate|Wrist Motion|Annotation,0|10|10|
