time,seconds_elapsed,bpm
1681573774485427500,2.703427490234375,63
1681573779485427500,7.703427490234375,62.00000000000001
1681573782485427500,10.703427490234375,62.00000000000001
1681573788485427700,16.703427734375,61
1681573793485427500,21.703427490234375,62.00000000000001
1681573796485427500,24.703427490234375,63
1681573800485427700,28.703427734375,64
1681573807485427500,35.703427490234375,65
1681573811485427700,39.703427734375,65
1681573816360427300,44.57842724609375,64
1681573822360427300,50.57842724609375,63
1681573830360427300,58.57842724609375,67
1681573835360427500,63.578427490234375,67
