time,seconds_elapsed,bpm
1681248275894044000,1.4700439453125,72
1681248275894044000,1.4700439453125,72
1681248275894044000,1.4700439453125,72
1681248282894044200,8.470044189453125,70
1681248282894044200,8.470044189453125,70
1681248282894044200,8.470044189453125,70
1681248286894044200,12.470044189453125,71
1681248286894044200,12.470044189453125,71
1681248286894044200,12.470044189453125,71
1681248289894044200,15.470044189453125,72
1681248289894044200,15.470044189453125,72
1681248289894044200,15.470044189453125,72
1681248296894044200,22.470044189453127,77.00000000000001
1681248296894044200,22.470044189453127,77.00000000000001
1681248296894044200,22.470044189453127,77.00000000000001
1681248303894044200,29.470044189453127,84
1681248303894044200,29.470044189453127,84
1681248303894044200,29.470044189453127,84
1681248304894044200,30.470044189453127,85
1681248304894044200,30.470044189453127,85
1681248304894044200,30.470044189453127,85
1681248313894044000,39.4700439453125,82
1681248313894044000,39.4700439453125,82
1681248313894044000,39.4700439453125,82
1681248314894044000,40.4700439453125,82
1681248314894044000,40.4700439453125,82
1681248314894044000,40.4700439453125,82
1681248323894044000,49.4700439453125,79
1681248323894044000,49.4700439453125,79
1681248323894044000,49.4700439453125,79
1681248328894044000,54.4700439453125,79
1681248328894044000,54.4700439453125,79
1681248328894044000,54.4700439453125,79
