time,seconds_elapsed,bpm
1681264978811060000,5.76706005859375,81
1681264983811060000,10.76706005859375,79
1681264988811060000,15.76706005859375,74
1681264992811060000,19.76706005859375,76
1681264997811060000,24.76706005859375,73
1681265002811060000,29.76706005859375,76
1681265008936060000,35.89205981445313,76
1681265014936060000,41.89205981445313,78
1681265016936060000,43.89205981445313,79
1681265022936060000,49.89205981445313,82
1681265029936060000,56.89205981445313,77.00000000000001
1681265032947174400,59.90317431640625,79
