,seconds_elapsed,relativeAltitude,pressure
0,6.0,-0.20865146127355894,994.7044231445282
1,6.01,-0.20870417050360932,994.7044315231631
2,6.02,-0.20876519149990433,994.7044401410761
3,6.029999999999999,-0.2088442207875797,994.7044492774099
4,6.039999999999999,-0.20892325007525506,994.7044584137439
5,6.049999999999999,-0.20900227936293045,994.7044675500777
6,6.059999999999999,-0.2090813086506058,994.7044766864115
7,6.0699999999999985,-0.2091603379382812,994.7044858227453
8,6.079999999999998,-0.20923936722595657,994.7044949590792
9,6.089999999999998,-0.20931839651363196,994.704504095413
10,6.099999999999998,-0.20939742580130732,994.7045132317468
11,6.109999999999998,-0.20947645508898272,994.7045223680807
12,6.119999999999997,-0.20955548437665808,994.7045315044145
13,6.129999999999997,-0.20963451366433344,994.7045406407483
14,6.139999999999997,-0.20971354295200884,994.7045497770822
15,6.149999999999997,-0.2097925722396842,994.704558913416
16,6.159999999999997,-0.2098716015273596,994.7045680497498
17,6.169999999999996,-0.20995063081503496,994.7045771860837
18,6.179999999999996,-0.21002966010271035,994.7045863224175
19,6.189999999999996,-0.2101086893903857,994.7045954587513
20,6.199999999999996,-0.2101877186780611,994.7046045950851
21,6.2099999999999955,-0.21026674796573647,994.704613731419
22,6.219999999999995,-0.21034577725341186,994.7046228677528
23,6.229999999999995,-0.21042480654108722,994.7046320040866
24,6.239999999999995,-0.2105038358287626,994.7046411404206
25,6.249999999999995,-0.21058286511643798,994.7046502767544
26,6.2599999999999945,-0.21066189440411334,994.7046594130882
27,6.269999999999994,-0.21074092369178873,994.7046685494221
28,6.279999999999994,-0.2108199529794641,994.7046776857559
29,6.289999999999994,-0.2108989822671395,994.7046868220897
30,6.299999999999994,-0.21097801155481485,994.7046959584236
31,6.309999999999993,-0.21105704084249025,994.7047050947574
32,6.319999999999993,-0.2111360701301656,994.7047142310912
33,6.329999999999993,-0.21121509941784097,994.704723367425
34,6.339999999999993,-0.21129412870551637,994.7047325037589
35,6.3499999999999925,-0.21137315799319173,994.7047416400927
36,6.359999999999992,-0.21145218728086712,994.7047507764265
37,6.369999999999992,-0.21153121656854249,994.7047599127604
38,6.379999999999992,-0.21161024585621788,994.7047690490942
39,6.389999999999992,-0.21168927514389324,994.704778185428
40,6.3999999999999915,-0.21176830443156863,994.704787321762
41,6.409999999999991,-0.211847333719244,994.7047964580958
42,6.419999999999991,-0.21192636300691936,994.7048055944296
43,6.429999999999991,-0.21200539229459475,994.7048147307635
44,6.439999999999991,-0.21208442158227012,994.7048238670973
45,6.44999999999999,-0.2121634508699455,994.7048330034311
46,6.45999999999999,-0.21224248015762087,994.7048421397649
47,6.46999999999999,-0.21232150944529626,994.7048512760988
48,6.47999999999999,-0.21240053873297163,994.7048604124326
49,6.4899999999999896,-0.21247956802064702,994.7048695487664
50,6.499999999999989,-0.21255859730832238,994.7048786851003
51,6.509999999999989,-0.21263762659599775,994.7048878214341
52,6.519999999999989,-0.21271665588367314,994.7048969577679
53,6.529999999999989,-0.2127956851713485,994.7049060941018
54,6.5399999999999885,-0.2128747144590239,994.7049152304356
55,6.549999999999988,-0.21295374374669926,994.7049243667694
56,6.559999999999988,-0.21303277303437465,994.7049335031033
57,6.569999999999988,-0.21311180232205001,994.7049426394371
58,6.579999999999988,-0.2131908316097254,994.704951775771
59,6.589999999999987,-0.21326986089740077,994.7049609121048
60,6.599999999999987,-0.21334889018507613,994.7049700484387
61,6.609999999999987,-0.21342791947275153,994.7049791847725
62,6.619999999999987,-0.2135069487604269,994.7049883211063
63,6.629999999999987,-0.21358597804810228,994.7049974574402
64,6.639999999999986,-0.21366500733577765,994.705006593774
65,6.649999999999986,-0.21374403662345304,994.7050157301078
66,6.659999999999986,-0.2138230659111284,994.7050248664417
67,6.669999999999986,-0.2139020951988038,994.7050340027755
68,6.6799999999999855,-0.21398112448647916,994.7050431391093
69,6.689999999999985,-0.21406015377415452,994.7050522754432
70,6.699999999999985,-0.2141391830618299,994.705061411777
71,6.709999999999985,-0.21421821234950528,994.7050705481108
72,6.719999999999985,-0.21429724163718067,994.7050796844446
73,6.729999999999984,-0.21437627092485603,994.7050888207785
74,6.739999999999984,-0.21445530021253142,994.7050979571123
75,6.749999999999984,-0.2145343295002068,994.7051070934461
76,6.759999999999984,-0.21461335878788218,994.7051162297801
77,6.769999999999984,-0.21469238807555754,994.7051253661139
78,6.779999999999983,-0.2147714173632329,994.7051345024477
79,6.789999999999983,-0.2148504466509083,994.7051436387816
80,6.799999999999983,-0.21492947593858366,994.7051527751154
81,6.809999999999983,-0.21500850522625906,994.7051619114492
82,6.8199999999999825,-0.21508753451393442,994.7051710477831
83,6.829999999999982,-0.2151665638016098,994.7051801841169
84,6.839999999999982,-0.21524559308928518,994.7051893204507
85,6.849999999999982,-0.21532462237696057,994.7051984567845
86,6.859999999999982,-0.21540365166463593,994.7052075931184
87,6.8699999999999815,-0.21548268095231132,994.7052167294522
88,6.879999999999981,-0.2155617102399867,994.705225865786
89,6.889999999999981,-0.21564073952766205,994.7052350021199
90,6.899999999999981,-0.21571976881533744,994.7052441384537
91,6.909999999999981,-0.2157987981030128,994.7052532747875
92,6.91999999999998,-0.2158778273906882,994.7052624111215
93,6.92999999999998,-0.21595685667836356,994.7052715474553
94,6.93999999999998,-0.21603588596603895,994.705280683789
95,6.94999999999998,-0.21611491525371432,994.705289820123
96,6.9599999999999795,-0.21619394454138968,994.7052989564568
97,6.969999999999979,-0.21627297382906507,994.7053080927906
98,6.979999999999979,-0.21635200311674044,994.7053172291244
