version,device name,recording time,platform,appVersion,device id,sensors,sampleRateMs
3,iPhone SE 2,2023-04-11_16-19-45,ios,1.7.1,e2082411-618e-4388-9cb2-b9ec7b798720,Barometer|Heart Rate|Wrist Motion,0|10|10
