time,seconds_elapsed,bpm
1681249104350038500,3.44903857421875,69
1681249104350038500,3.44903857421875,69
1681249115350038500,14.44903857421875,72
1681249115350038500,14.44903857421875,72
1681249121350038500,20.44903857421875,75
1681249121350038500,20.44903857421875,75
1681249129350038500,28.44903857421875,79
1681249129350038500,28.44903857421875,79
1681249148350038500,47.44903857421875,74
1681249148350038500,47.44903857421875,74
1681249152350038500,51.44903857421875,75
1681249152350038500,51.44903857421875,75
