time,seconds_elapsed,bpm
1681249883187160300,-3.687839599609375,137
1681249890187160300,3.312160400390625,132
1681249890187160300,3.312160400390625,132
1681249895187160300,8.312160400390624,131
1681249895187160300,8.312160400390624,131
1681249901187160600,14.31216064453125,130
1681249901187160600,14.31216064453125,130
1681249904187160600,17.31216064453125,129
1681249904187160600,17.31216064453125,129
1681249907187160600,20.31216064453125,129
1681249907187160600,20.31216064453125,129
1681249912187160600,25.31216064453125,133
1681249912187160600,25.31216064453125,133
1681249918187160300,31.312160400390624,139.00000000000003
1681249918187160300,31.312160400390624,139.00000000000003
1681249926187160300,39.312160400390624,145
1681249926187160300,39.312160400390624,145
1681249927187160300,40.312160400390624,145
1681249927187160300,40.312160400390624,145
1681249934187160300,47.312160400390624,147
1681249934187160300,47.312160400390624,147
1681249941187160300,54.312160400390624,147
1681249941187160300,54.312160400390624,147
1681249943187160300,56.312160400390624,146
1681249943187160300,56.312160400390624,146
