time,seconds_elapsed,bpm
1681247191680912600,8.15091259765625,87
1681247191680912600,8.15091259765625,87
1681247195680912600,12.15091259765625,80
1681247195680912600,12.15091259765625,80
1681247201680912600,18.15091259765625,75
1681247201680912600,18.15091259765625,75
1681247205680912600,22.15091259765625,76
1681247205680912600,22.15091259765625,76
1681247211680912600,28.15091259765625,74
1681247211680912600,28.15091259765625,74
1681247213680912600,30.15091259765625,74
1681247213680912600,30.15091259765625,74
1681247221680912600,38.15091259765625,74
1681247221680912600,38.15091259765625,74
1681247224180912600,40.65091259765625,74
1681247224180912600,40.65091259765625,74
1681247232180912600,48.65091259765625,78
1681247232180912600,48.65091259765625,78
1681247237180912600,53.65091259765625,75
1681247237180912600,53.65091259765625,75
