time,seconds_elapsed,bpm
1681249566686981600,-3.179018310546875,78
1681249575186984700,5.320984619140625,93
1681249575186984700,5.320984619140625,93
1681249580186984700,10.320984619140624,91
1681249580186984700,10.320984619140624,91
1681249582186984700,12.320984619140624,90
1681249582186984700,12.320984619140624,90
1681249590186984700,20.320984619140624,84
1681249590186984700,20.320984619140624,84
1681249591186984700,21.320984619140624,84
1681249591186984700,21.320984619140624,84
1681249599186984400,29.320984375,81
1681249599186984400,29.320984375,81
1681249605186984700,35.320984619140624,84
1681249605186984700,35.320984619140624,84
1681249608186984700,38.320984619140624,85
1681249608186984700,38.320984619140624,85
1681249615186984700,45.320984619140624,85
1681249615186984700,45.320984619140624,85
1681249618186984400,48.320984375,86
1681249618186984400,48.320984375,86
1681249621186984400,51.320984375,84
1681249621186984400,51.320984375,84
