time,seconds_elapsed,bpm
1681248741517445000,-3.323554931640625,56
1681248749517445000,4.676445068359375,55
1681248749517445000,4.676445068359375,55
1681248749517445000,4.676445068359375,55
1681248750517445000,5.676445068359375,55
1681248750517445000,5.676445068359375,55
1681248750517445000,5.676445068359375,55
1681248757517445000,12.676445068359374,55
1681248757517445000,12.676445068359374,55
1681248757517445000,12.676445068359374,55
1681248764517445000,19.676445068359374,58
1681248764517445000,19.676445068359374,58
1681248764517445000,19.676445068359374,58
1681248767517445000,22.676445068359374,57
1681248767517445000,22.676445068359374,57
1681248767517445000,22.676445068359374,57
1681248774517445000,29.676445068359374,59
1681248774517445000,29.676445068359374,59
1681248774517445000,29.676445068359374,59
1681248777517445000,32.67644506835938,59
1681248777517445000,32.67644506835938,59
1681248777517445000,32.67644506835938,59
1681248781517445000,36.67644506835938,59
1681248781517445000,36.67644506835938,59
1681248781517445000,36.67644506835938,59
1681248785517445000,40.67644506835938,61
1681248785517445000,40.67644506835938,61
1681248785517445000,40.67644506835938,61
1681248793517445000,48.67644506835938,64
1681248793517445000,48.67644506835938,64
1681248793517445000,48.67644506835938,64
1681248797517445000,52.67644506835938,64
1681248797517445000,52.67644506835938,64
1681248797517445000,52.67644506835938,64
1681248800517445000,55.67644506835938,64
1681248800517445000,55.67644506835938,64
1681248800517445000,55.67644506835938,64
