time,seconds_elapsed,bpm
1681574325361622300,0.436622314453125,90
1681574330361622300,5.436622314453125,88
1681574335361622300,10.436622314453125,91
1681574344361622300,19.436622314453125,100
1681574345361622300,20.436622314453125,101
1681574350361622300,25.436622314453125,104
1681574357361622300,32.436622314453125,109
1681574362361622300,37.436622314453125,112
1681574367361622300,42.436622314453125,117
1681574370361622300,45.436622314453125,119
1681574379361622300,54.436622314453125,122
1681574383361622300,58.436622314453125,122.99999999999999
1681574387361622300,62.436622314453125,122.99999999999999
