time,seconds_elapsed,bpm
1681249796187160300,4.297160400390625,113
1681249796187160300,4.297160400390625,113
1681249796187160300,4.297160400390625,113
1681249800187160300,8.297160400390625,114
1681249800187160300,8.297160400390625,114
1681249800187160300,8.297160400390625,114
1681249806187160300,14.297160400390625,111
1681249806187160300,14.297160400390625,111
1681249806187160300,14.297160400390625,111
1681249810187160300,18.297160400390624,111
1681249810187160300,18.297160400390624,111
1681249810187160300,18.297160400390624,111
1681249814187160300,22.297160400390624,114
1681249814187160300,22.297160400390624,114
1681249814187160300,22.297160400390624,114
1681249821187160300,29.297160400390624,120
1681249821187160300,29.297160400390624,120
1681249821187160300,29.297160400390624,120
1681249822187160300,30.297160400390624,120
1681249822187160300,30.297160400390624,120
1681249822187160300,30.297160400390624,120
1681249827187160300,35.297160400390624,120
1681249827187160300,35.297160400390624,120
1681249827187160300,35.297160400390624,120
1681249836187160300,44.297160400390624,126
1681249836187160300,44.297160400390624,126
1681249836187160300,44.297160400390624,126
1681249840187160300,48.297160400390624,129
1681249840187160300,48.297160400390624,129
1681249840187160300,48.297160400390624,129
1681249842187160300,50.297160400390624,129
1681249842187160300,50.297160400390624,129
1681249842187160300,50.297160400390624,129
1681249847187160300,55.297160400390624,125.00000000000001
1681249847187160300,55.297160400390624,125.00000000000001
1681249847187160300,55.297160400390624,125.00000000000001
1681249856187160300,64.29716040039062,122.99999999999999
1681249856187160300,64.29716040039062,122.99999999999999
1681249856187160300,64.29716040039062,122.99999999999999
